original,trained_s_1,trained_s_2,trained_s_3,trained_b_1,trained_b_2,trained_b_3
0.15818,0.15818,0.15818,0.15818,0.15818,0.15818,0.15818
0.13673,0.13673,0.13673,0.13673,0.13673,0.13673,0.13673
0.1555,0.1555,0.1555,0.1555,0.1555,0.1555,0.1555
0.17694,0.17694,0.17694,0.17694,0.17694,0.17694,0.17694
0.19035,0.19035,0.19035,0.19035,0.19035,0.19035,0.19035
0.19571,0.19571,0.19571,0.19571,0.19571,0.19571,0.19571
0.20643,0.20643,0.20643,0.20643,0.20643,0.20643,0.20643
0.23056,0.23056,0.23056,0.23056,0.23056,0.23056,0.23056
0.2681,0.2681,0.2681,0.2681,0.2681,0.2681,0.2681
0.31903,0.31903,0.31903,0.31903,0.31903,0.31903,0.31903
0.3378,0.3378,0.3378,0.3378,0.3378,0.3378,0.3378
0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997
0.3807,0.3807,0.3807,0.3807,0.3807,0.3807,0.3807
0.39142,0.39142,0.39142,0.39142,0.39142,0.39142,0.39142
0.39946,0.39946,0.39946,0.39946,0.39946,0.39946,0.39946
0.38874,0.38874,0.38874,0.38874,0.38874,0.38874,0.38874
0.36997,0.36997,0.36997,0.36997,0.36997,0.36997,0.36997
0.34316,0.34316,0.34316,0.34316,0.34316,0.34316,0.34316
0.30831,0.30831,0.30831,0.30831,0.30831,0.30831,0.30831
0.26542,0.26542,0.26542,0.26542,0.26542,0.26542,0.26542
0.24665,0.24665,0.24665,0.24665,0.24665,0.24665,0.24665
0.24933,0.24933,0.24933,0.24933,0.24933,0.24933,0.24933
0.2815,0.2815,0.2815,0.2815,0.2815,0.2815,0.2815
0.31099,0.31099,0.31099,0.31099,0.31099,0.31099,0.31099
0.30831,0.30831,0.30831,0.30831,0.30831,0.30831,0.30831
0.30563,0.30563,0.30563,0.30563,0.30563,0.30563,0.30563
0.31367,0.31367,0.31367,0.31367,0.31367,0.31367,0.31367
0.30027,0.30027,0.30027,0.30027,0.30027,0.30027,0.30027
0.28954,0.28954,0.28954,0.28954,0.28954,0.28954,0.28954
0.2815,0.2815,0.2815,0.2815,0.2815,0.2815,0.2815
0.27078,0.27078,0.27078,0.27078,0.27078,0.27078,0.27078
0.2681,0.2681,0.2681,0.2681,0.2681,0.2681,0.2681
0.31903,0.31903,0.31903,0.31903,0.31903,0.31903,0.31903
0.36193,0.36193,0.36193,0.36193,0.36193,0.36193,0.36193
0.40214,0.40214,0.40214,0.40214,0.40214,0.40214,0.40214
0.41823,0.41823,0.41823,0.41823,0.41823,0.41823,0.41823
0.43164,0.43164,0.43164,0.43164,0.43164,0.43164,0.43164
0.45308,0.45308,0.45308,0.45308,0.45308,0.45308,0.45308
0.45845,0.45845,0.45845,0.45845,0.45845,0.45845,0.45845
0.44504,0.44504,0.44504,0.44504,0.44504,0.44504,0.44504
0.42627,0.42627,0.42627,0.42627,0.42627,0.42627,0.42627
0.41019,0.41019,0.41019,0.41019,0.41019,0.41019,0.41019
0.38338,0.38338,0.38338,0.38338,0.38338,0.38338,0.38338
0.34048,0.34048,0.34048,0.34048,0.34048,0.34048,0.34048
0.31367,0.31367,0.31367,0.31367,0.31367,0.31367,0.31367
0.30027,0.30027,0.30027,0.30027,0.30027,0.30027,0.30027
0.30563,0.30563,0.30563,0.30563,0.30563,0.30563,0.30563
0.30563,0.30563,0.30563,0.30563,0.30563,0.30563,0.30563
0.2681,0.2681,0.2681,0.2681,0.2681,0.2681,0.2681
0.28686,0.28686,0.28686,0.28686,0.28686,0.28686,0.28686
0.25737,0.25737,0.25737,0.25737,0.25737,0.25737,0.25737
0.24665,0.24665,0.24665,0.24665,0.24665,0.24665,0.24665
0.26005,0.26005,0.26005,0.26005,0.26005,0.26005,0.26005
