original,trained_s_1,trained_s_2,trained_s_3,trained_b_1,trained_b_2,trained_b_3
0.68365,0.68365,0.68365,0.68365,0.68365,0.68365,0.68365
0.68097,0.68097,0.68097,0.68097,0.68097,0.68097,0.68097
0.68097,0.68097,0.68097,0.68097,0.68097,0.68097,0.68097
0.68633,0.68633,0.68633,0.68633,0.68633,0.68633,0.68633
0.66488,0.66488,0.66488,0.66488,0.66488,0.66488,0.66488
0.67828,0.67828,0.67828,0.67828,0.67828,0.67828,0.67828
0.71046,0.71046,0.71046,0.71046,0.71046,0.71046,0.71046
0.7748,0.7748,0.7748,0.7748,0.7748,0.7748,0.7748
0.80161,0.80161,0.80161,0.80161,0.80161,0.80161,0.80161
0.83646,0.83646,0.83646,0.83646,0.83646,0.83646,0.83646
0.85523,0.85523,0.85523,0.85523,0.85523,0.85523,0.85523
0.87668,0.87668,0.87668,0.87668,0.87668,0.87668,0.87668
0.87936,0.87936,0.87936,0.87936,0.87936,0.87936,0.87936
0.90617,0.90617,0.90617,0.90617,0.90617,0.90617,0.90617
0.90617,0.90617,0.90617,0.90617,0.90617,0.90617,0.90617
0.90885,0.90885,0.90885,0.90885,0.90885,0.90885,0.90885
0.91421,0.91421,0.91421,0.91421,0.91421,0.91421,0.91421
0.90617,0.90617,0.90617,0.90617,0.90617,0.90617,0.90617
0.86059,0.86059,0.86059,0.86059,0.86059,0.86059,0.86059
0.83378,0.83378,0.83378,0.83378,0.83378,0.83378,0.83378
0.81233,0.81233,0.81233,0.81233,0.81233,0.81233,0.81233
0.78016,0.78016,0.78016,0.78016,0.78016,0.78016,0.78016
0.77212,0.77212,0.77212,0.77212,0.77212,0.77212,0.77212
0.7185,0.7185,0.7185,0.7185,0.7185,0.7185,0.7185
0.70241,0.70241,0.70241,0.70241,0.70241,0.70241,0.70241
0.68097,0.68097,0.68097,0.68097,0.68097,0.68097,0.68097
0.66488,0.66488,0.66488,0.66488,0.66488,0.66488,0.66488
0.6622,0.6622,0.6622,0.6622,0.6622,0.6622,0.6622
0.67024,0.67024,0.67024,0.67024,0.67024,0.67024,0.67024
0.69169,0.69169,0.69169,0.69169,0.69169,0.69169,0.69169
0.75871,0.75871,0.75871,0.75871,0.75871,0.75871,0.75871
0.78016,0.78016,0.78016,0.78016,0.78016,0.78016,0.78016
0.80697,0.80697,0.80697,0.80697,0.80697,0.80697,0.80697
0.82842,0.82842,0.82842,0.82842,0.82842,0.82842,0.82842
0.85523,0.85523,0.85523,0.85523,0.85523,0.85523,0.85523
0.87936,0.87936,0.87936,0.87936,0.87936,0.87936,0.87936
0.89008,0.89008,0.89008,0.89008,0.89008,0.89008,0.89008
0.89812,0.89812,0.89812,0.89812,0.89812,0.89812,0.89812
0.89812,0.89812,0.89812,0.89812,0.89812,0.89812,0.89812
0.88472,0.88472,0.88472,0.88472,0.88472,0.88472,0.88472
0.86595,0.86595,0.86595,0.86595,0.86595,0.86595,0.86595
0.82306,0.82306,0.82306,0.82306,0.82306,0.82306,0.82306
0.79357,0.79357,0.79357,0.79357,0.79357,0.79357,0.79357
0.7882,0.7882,0.7882,0.7882,0.7882,0.7882,0.7882
0.76944,0.76944,0.76944,0.76944,0.76944,0.76944,0.76944
0.75335,0.75335,0.75335,0.75335,0.75335,0.75335,0.75335
0.73458,0.73458,0.73458,0.73458,0.73458,0.73458,0.73458
0.71582,0.71582,0.71582,0.71582,0.71582,0.71582,0.71582
0.68901,0.68901,0.68901,0.68901,0.68901,0.68901,0.68901
0.67828,0.67828,0.67828,0.67828,0.67828,0.67828,0.67828
0.65952,0.65952,0.65952,0.65952,0.65952,0.65952,0.65952
0.65416,0.65416,0.65416,0.65416,0.65416,0.65416,0.65416
0.64879,0.64879,0.64879,0.64879,0.64879,0.64879,0.64879
0.68365,0.68365,0.68365,0.68365,0.68365,0.68365,0.68365
0.7319,0.7319,0.7319,0.7319,0.7319,0.7319,0.7319
0.79625,0.79625,0.79625,0.79625,0.79625,0.79625,0.79625
0.81233,0.81233,0.81233,0.81233,0.81233,0.81233,0.81233
0.85523,0.85523,0.85523,0.85523,0.85523,0.85523,0.85523
0.87399,0.87399,0.87399,0.87399,0.87399,0.87399,0.87399
0.87668,0.87668,0.87668,0.87668,0.87668,0.87668,0.87668
0.85523,0.85523,0.85523,0.85523,0.85523,0.85523,0.85523
0.84987,0.84987,0.84987,0.84987,0.84987,0.84987,0.84987
0.88204,0.88204,0.88204,0.88204,0.88204,0.88204,0.88204
