original,trained_s_1,trained_s_2,trained_s_3,trained_b_1,trained_b_2,trained_b_3
0.55764,0.55764,0.55764,0.55764,0.55764,0.55764,0.55764
0.56032,0.56032,0.56032,0.56032,0.56032,0.56032,0.56032
0.56836,0.56836,0.56836,0.56836,0.56836,0.56836,0.56836
0.56836,0.56836,0.56836,0.56836,0.56836,0.56836,0.56836
0.56836,0.56836,0.56836,0.56836,0.56836,0.56836,0.56836
0.563,0.563,0.563,0.563,0.563,0.563,0.563
0.57641,0.57641,0.57641,0.57641,0.57641,0.57641,0.57641
0.60858,0.60858,0.60858,0.60858,0.60858,0.60858,0.60858
0.64611,0.64611,0.64611,0.64611,0.64611,0.64611,0.64611
0.67024,0.67024,0.67024,0.67024,0.67024,0.67024,0.67024
0.69705,0.69705,0.69705,0.69705,0.69705,0.69705,0.69705
0.72922,0.72922,0.72922,0.72922,0.72922,0.72922,0.72922
0.74263,0.74263,0.74263,0.74263,0.74263,0.74263,0.74263
0.75871,0.75871,0.75871,0.75871,0.75871,0.75871,0.75871
0.75067,0.75067,0.75067,0.75067,0.75067,0.75067,0.75067
0.75603,0.75603,0.75603,0.75603,0.75603,0.75603,0.75603
0.75603,0.75603,0.75603,0.75603,0.75603,0.75603,0.75603
0.74799,0.74799,0.74799,0.74799,0.74799,0.74799,0.74799
0.71582,0.71582,0.71582,0.71582,0.71582,0.71582,0.71582
0.67828,0.67828,0.67828,0.67828,0.67828,0.67828,0.67828
0.64611,0.64611,0.64611,0.64611,0.64611,0.64611,0.64611
0.62466,0.62466,0.62466,0.62466,0.62466,0.62466,0.62466
0.6193,0.6193,0.6193,0.6193,0.6193,0.6193,0.6193
0.61126,0.61126,0.61126,0.61126,0.61126,0.61126,0.61126
0.60054,0.60054,0.60054,0.60054,0.60054,0.60054,0.60054
0.59249,0.59249,0.59249,0.59249,0.59249,0.59249,0.59249
0.57105,0.57105,0.57105,0.57105,0.57105,0.57105,0.57105
0.57105,0.57105,0.57105,0.57105,0.57105,0.57105,0.57105
0.57641,0.57641,0.57641,0.57641,0.57641,0.57641,0.57641
0.58713,0.58713,0.58713,0.58713,0.58713,0.58713,0.58713
0.6622,0.6622,0.6622,0.6622,0.6622,0.6622,0.6622
0.71046,0.71046,0.71046,0.71046,0.71046,0.71046,0.71046
0.74263,0.74263,0.74263,0.74263,0.74263,0.74263,0.74263
0.77748,0.77748,0.77748,0.77748,0.77748,0.77748,0.77748
0.79088,0.79088,0.79088,0.79088,0.79088,0.79088,0.79088
0.81501,0.81501,0.81501,0.81501,0.81501,0.81501,0.81501
0.8311,0.8311,0.8311,0.8311,0.8311,0.8311,0.8311
0.83646,0.83646,0.83646,0.83646,0.83646,0.83646,0.83646
0.83378,0.83378,0.83378,0.83378,0.83378,0.83378,0.83378
0.8311,0.8311,0.8311,0.8311,0.8311,0.8311,0.8311
0.82306,0.82306,0.82306,0.82306,0.82306,0.82306,0.82306
0.79357,0.79357,0.79357,0.79357,0.79357,0.79357,0.79357
0.76944,0.76944,0.76944,0.76944,0.76944,0.76944,0.76944
0.73995,0.73995,0.73995,0.73995,0.73995,0.73995,0.73995
0.71314,0.71314,0.71314,0.71314,0.71314,0.71314,0.71314
0.67828,0.67828,0.67828,0.67828,0.67828,0.67828,0.67828
0.64343,0.64343,0.64343,0.64343,0.64343,0.64343,0.64343
0.61662,0.61662,0.61662,0.61662,0.61662,0.61662,0.61662
0.60322,0.60322,0.60322,0.60322,0.60322,0.60322,0.60322
0.58445,0.58445,0.58445,0.58445,0.58445,0.58445,0.58445
0.58713,0.58713,0.58713,0.58713,0.58713,0.58713,0.58713
0.57909,0.57909,0.57909,0.57909,0.57909,0.57909,0.57909
0.58177,0.58177,0.58177,0.58177,0.58177,0.58177,0.58177
0.61394,0.61394,0.61394,0.61394,0.61394,0.61394,0.61394
0.68097,0.68097,0.68097,0.68097,0.68097,0.68097,0.68097
0.72654,0.72654,0.72654,0.72654,0.72654,0.72654,0.72654
0.78016,0.78016,0.78016,0.78016,0.78016,0.78016,0.78016
0.80697,0.80697,0.80697,0.80697,0.80697,0.80697,0.80697
0.82842,0.82842,0.82842,0.82842,0.82842,0.82842,0.82842
